(+)-alpha-pinene	CC1=CCC2CC1C2(C)C	GRWFGVWFFZKLTI-UHFFFAOYSA-N
octanoyl-CoA	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	KQMZYOXOBSXMII-CECATXLMSA-N
oleate	CCCCCCCC/C=C\CCCCCCCC(=O)[O-]	ZQPPMHVWECSIRJ-KTKRTIGZSA-M
oleoyl-CoA	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	XDUHQPOXLUAVEE-BPMMELMSSA-N
omega-3-arachidonic acid	CCC=CCC=CCC=CCC=CCCCCCCC(=O)O	HQPCSDADVLFHHO-LTKCOYKYSA-N
omega-COOH-tetranor-LTE3	CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2	TVLSRXXIMLFWEO-UHFFFAOYSA-N
omega-carboxy-trinor-LTB4	O=C(O)CC/C=C\C[C@H](O)/C=C/C=C/C=C\[C@H](O)CCCC(=O)O	XWRIIHRGMKHPHN-LLVPEOCGSA-N
omega-muricholic acid	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1[C@@H](O)[C@@H]3O	DKPMWHFRUGMUKF-NTPBNISXSA-N
omega-muricholoyl-CoA	[H][C@]1([C@]([H])(C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)CC[C@]2([H])[C@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O)C[C@@]3([H])[C@H](O)[C@H](O)[C@@]21[H]	GGOBJYLDOQWHDT-TWQBTYDKSA-N
omeprazole		SUBDBMMJDZJVOS-UHFFFAOYSA-N
ornithine	NCCC[C@H](N)C(=O)O	AHLPHDHHMVZTML-BYPYZUCNSA-N
orotate	O=C([O-])c1cc(=O)[nH]c(=O)[nH]1	PXQPEWDEAKTCGB-UHFFFAOYSA-M
orotidine-5-phosphate	O=C(O)c1cc(=O)nc(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	KYOBSHFOBAOFBF-XVFCMESISA-N
oxalate	O=C([O-])C(=O)[O-]	MUBZPKHOEPUJKR-UHFFFAOYSA-L
oxidized adrenal ferredoxin	[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1	
oxidized ferredoxin	[*][*][Fe+3]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1	
oxidized thioredoxin	[*]N[C@@H](CSSC[C@H](N[*])C([*])=O)C([*])=O	
oxytocin	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O	XNOPRXBHLZRZKH-DSZYJQQASA-N
oxytocin 1-8	CC[C@@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C(N)SSC[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)O)NC(=O)C(CC(=N)O)NC(=O)[C@H](CCC(=N)O)NC1=O	XGKIWGGRSRCBRX-YOKTWZFESA-N
paclitaxel	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C	RCINICONZNJXQF-MZXODVADSA-N
palmitate	CCCCCCCCCCCCCCCC(=O)[O-]	IPCSVZSSVZVIGE-UHFFFAOYSA-M
palmitolate	CCCCCC/C=C\CCCCCCCC(=O)O	SECPZKHBENQXJG-FPLPWBNLSA-N
palmitoleoyl-CoA	CCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	QBYOCCWNZAOZTL-MDMKAECGSA-N
palmitoleoyl-carnitine	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	JFAGPSOZZSTLRF-KUFMOJEASA-N
palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	MNBKLUUYKPBKDU-BBECNAHFSA-N
pantetheine	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCS	ZNXZGRMVNNHPCA-VIFPVBQESA-N
pantothenate	CC(C)(CO)C(O)C(=O)NCCC(=O)O	GHOKWGTUZJEAQD-UHFFFAOYSA-N
paragloboside	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O	
pentadecanoyl-CoA	CCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	VLBCUOVMSMAIJC-VTINEICCSA-N
pentadecanoylcarnitine	CCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C	MDDWQHVKSHTZTD-FQEVSTJZSA-N
pentadecylic acid	CCCCCCCCCCCCCCC(=O)O	WQEPLUUGTLDZJY-UHFFFAOYSA-N
pentaglutamyl-folate(DHF)	[NH-]c1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N(C(=O)CCC(N)C(=O)[O-])[C@@](C(=O)CCC(N)C(=O)[O-])(C(=O)OC(=O)CCC(N)C(=O)[O-])C(CC(=O)[O-])C(=O)CCC(N)C(=O)[O-])cc1)=N2	NJUDVMBTTGOOLD-GKBRVULUSA-H
pentaglutamyl-folate(THF)	[NH-]c1nc(O)c2c(n1)NCC(CNc1ccc(C(=O)N(C(=O)CCC(N)C(=O)[O-])[C@@](C(=O)CCC(N)C(=O)[O-])(C(=O)OC(=O)CCC(N)C(=O)[O-])C(CC(=O)[O-])C(=O)CCC(N)C(=O)[O-])cc1)N2	QSLXQTFZZNUUPV-WYJPSZIUSA-H
pentanoyl-CoA	CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	RXUATCUKICAIOA-ZMHDXICWSA-N
peptide-2-(3-carboxy-3-aminopropyl)-L-histidine	NC(CCc1ncc(C[C@H](N)C(=O)O)n1)C(=O)O	CJCSNWWKPUXVRD-MLWJPKLSSA-N
peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	C[NH2+]C(CCc1ncc(C[C@H](N)C(=O)O)n1)C(=O)O	YBMOTEQVMANKGX-JAMMHHFISA-O
peptide-L-methionine	CSCC[C@H](NC([*])=O)C(=O)N[*]	
peptide-L-methionine-(S)-S-oxide	CS(=O)CC[C@H](N[*])C([*])=O	
peptidylproline-(omega=180)	[*]NC(=O)[C@@H]1CCCN1C([*])=O	
perillic acid	C=C(C)C1CC=C(C(=O)O)CC1	CDSMSBUVCWHORP-UHFFFAOYSA-N
perillyl alcohol	C=C(C)C1CC=C(CO)CC1	NDTYTMIUWGWIMO-UHFFFAOYSA-N
perillyl aldehyde	[H]C(=O)C1=CCC(C(=C)C)CC1	RUMOYJJNUMEFDD-UHFFFAOYSA-N
peroxynitrite	O=NO[O-]	CMFNMSMUKZHDEY-UHFFFAOYSA-M
phenethylamine	[NH3+]CCc1ccccc1	BHHGXPLMPWCGHP-UHFFFAOYSA-O
phenylacetaldehyde	O=CCc1ccccc1	DTUQWGWMVIHBKE-UHFFFAOYSA-N
phenylacetate	O=C(O)Cc1ccccc1	WLJVXDMOQOGPHL-UHFFFAOYSA-N
phenylacetyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccccc1	ZIGIFDRJFZYEEQ-CECATXLMSA-N
phenylacetylglutamine	NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(=O)O	JFLIEFSWGNOPJJ-JTQLQIEISA-N
phenylacetylglycine	O=C([O-])CNC(=O)Cc1ccccc1	UTYVDVLMYQPLQB-UHFFFAOYSA-M
phenylalanine	N[C@@H](Cc1ccccc1)C(=O)O	COLNVLDHVKWLRT-QMMMGPOBSA-N
phenylpyruvate	O=C(O)C(=O)Cc1ccccc1	BTNMPGBKDVTSJY-UHFFFAOYSA-N
phosphatidate-CL pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-LD-PC pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-LD-PE pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-LD-PI pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-LD-PS pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-LD-SM pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-LD-TAG pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidate-bile-PC pool	[*]C(=O)OCC(COP(=O)(O)O)OC([*])=O	
phosphatidylinositol-3,4,5-trisphosphate	[*]C(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O)OC([*])=O	RQQIRMLGKSPXSE-WIPMOJCBSA-N
phosphatidylinositol-3,5-bisphosphate	[*]C(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O)OC([*])=O	LNUAYACWRWQKIB-QFTKSLGUSA-N
phosphatidylinositol-4,5-bisphosphate	[1*]C(=O)OC[C@]([H])(COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O)OC([2*])=O	IGQSAMXNWMLOOS-GGDMTQDZSA-N
phospho-[beta adrenergic receptor]	[*]NC(=O)[C@H](COP(=O)(O)O)NC([*])=O	
phosphocholine	C[N+](C)(C)CCOP(=O)([O-])[O-]	YHHSONZFOIEMCP-UHFFFAOYSA-M
phosphodimethylethanolamine	C[NH+](C)CCOP(=O)([O-])[O-]	BLHVJAAEHMLMOI-UHFFFAOYSA-M
phospholipids extracellular pool	[*]OP(=O)(O)OCC(COC([*])=O)OC([*])=O	
phosphopantetheine	CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	JDMUPRLRUUMCTL-VIFPVBQESA-L
phylloquinol	C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C	BUFJIHPUGZHTHL-NKFFZRIASA-N
phylloquinone	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C	MBWXNTAXLNYFJB-NKFFZRIASA-N
physeteric acid	CCCCCCCC/C=C\CCCC(=O)O	AFGUVBVUFZMJMX-KTKRTIGZSA-N
phytoceramide pool	CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC([*])=O	
phytosphingosine	CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO	AERBNCYCJBRYDG-KSZLIROESA-N
picolinic acid	O=C(O)c1ccccn1	SIOXPEMLGUPBBT-UHFFFAOYSA-N
polynucleotide	[*][C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H]([*])[C@@H]3O)O[C@@H]([*])[C@@H]2O)[C@@H](O)[C@H]1O	
porphobilinogen	[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-]	QSHWIQZFGQKFMA-UHFFFAOYSA-M
pregn-5-ene-3,20-dione	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	MNRHZPCIEGLWGK-LEKSSAKUSA-N
pregn-5-ene-3,20-dione-17-ol	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	RCFJDVCRANOZEL-CEGNMAFCSA-N
pregnenolone	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	ORNBQBCIOKFOEO-QGVNFLHTSA-N
pregnenolone sulfate	[H][C@@]12CC=C3C[C@@H](OS(=O)(=O)O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H]	DIJBBUIOWGGQOP-QGVNFLHTSA-N
presqualene-PP	[H][C@]1(/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@]([H])(COP(=O)(O)OP(=O)(O)O)[C@@]1(C)CC/C=C(\C)CCC=C(C)C	ATZKAUGGNMSCCY-VYCBRMPGSA-N
previtamin D3	CC1=C(CC(CC1)O)C=CC2=CCCC3(C2CCC3C(C)CCCC(C)C)C	YUGCAAVRZWBXEQ-WHTXLNIXSA-N
pristanic acid	CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)[O-]	PAHGJZDQXIOYTH-UHFFFAOYSA-M
procollagen-5-hydroxy-L-lysine	[1*]NC(=O)[C@H](CC[C@@H](O)CN)NC([2*])=O	
progesterone	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	RJKFOVLPORLFTN-LEKSSAKUSA-N
proline	O=C([O-])[C@@H]1CCC[NH2+]1	ONIBWKKTOPOVIA-BYPYZUCNSA-N
propane-1,2-diol	CC(O)CO	DNIAPMSPPWPWGF-UHFFFAOYSA-N
propanoate	CCC(=O)O	XBDQKXXYIPTUBI-UHFFFAOYSA-N
propanoyl-CoA	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O	QAQREVBBADEHPA-IEXPHMLFSA-N
propanoyl-[ACP]	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O	
propinol adenylate	CCC(=O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O	ZGNGGJLVZZHLQM-ZRFIDHNTSA-N
prostaglandin A1	CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O	BGKHCLZFGPIKKU-LDDQNKHRSA-N
prostaglandin A2	CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]	MYHXHCUNDDAEOZ-FOSBLDSVSA-M
prostaglandin B1	CCCCC[C@H](O)/C=C/C1=C(CCCCCCC(=O)[O-])C(=O)CC1	YBHMPNRDOVPQIN-VSOYFRJCSA-M
prostaglandin B2	CCCCC[C@H](O)/C=C/C1=C(C/C=C\CCCC(=O)O)C(=O)CC1	PRFXRIUZNKLRHM-HKVRTXJWSA-N
prostaglandin C1	CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1CCCCCCC(=O)O	PUIBPGHAXSCVRF-QHFGJBOXSA-N
prostaglandin C2	CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]	CMBOTAQMTNMTBD-KLASNZEFSA-M
prostaglandin D1	CCCCC[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1CCCCCCC(=O)O	CIMMACURCPXICP-PNQRDDRVSA-N
prostaglandin D2	CCCCC[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O	BHMBVRSPMRCCGG-OUTUXVNYSA-N
prostaglandin D3	CC/C=C\C[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O	ANOICLBSJIMQTA-WXGBOJPQSA-N
prostaglandin E1	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O	GMVPRGQOIOIIMI-DWKJAMRDSA-N
prostaglandin E2	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]	XEYBRNLFEZDVAW-ARSRFYASSA-M
prostaglandin E3	CC/C=C\C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O	CBOMORHDRONZRN-QLOYDKTKSA-N
prostaglandin F1alpha	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(=O)O	DZUXGQBLFALXCR-CDIPTNKSSA-N
prostaglandin F2alpha	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O	PXGPLTODNUVGFL-YNNPMVKQSA-N
prostaglandin F2beta	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H](O)[C@@H]1C/C=C\CCCC(=O)O	PXGPLTODNUVGFL-JZFBHDEDSA-N
prostaglandin G1	CCCCCC(C=CC1C2CC(C1CCCCCCC(=O)O)OO2)OO	QXCRWNZYEVOQMB-CDIPTNKSSA-N
prostaglandin G2	CCCCC[C@@H](/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2)OO	SGUKUZOVHSFKPH-YNNPMVKQSA-N
prostaglandin H1	CCCCCC(C=CC1C2CC(C1CCCCCCC(=O)O)OO2)O	NTAYABHEVAQSJS-CDIPTNKSSA-N
prostaglandin H2	CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2	YIBNHAJFJUQSRA-YNNPMVKQSA-N
prostaglandin I2	CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)[O-])C[C@@H]21	KAQKFAOMNZTLHT-OZUDYXHBSA-M
prostaglandin J2	CCCCC[C@H](O)/C=C/[C@H]1C(=O)C=C[C@@H]1C/C=C\CCCC(=O)[O-]	UQOQENZZLBSFKO-POPPZSFYSA-M
prostaglandin-PGB2-glyceryl ester	CCCCC[C@H](O)C=CC1=C(CC=CCCCC(=O)OC(CO)CO)C(=O)CC1	FHFHTYWWDZUGTL-IBGZPJMESA-N
prostaglandin-PGE2-1-glyceryl ester	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OCC(CO)O)O)O	RJXVYMMSQBYEHN-SDTVLRMPSA-N
prostaglandin-PGE2-3-glyceryl ester	CCCCC[C@H](O)/C=C/[C@H]1[C@H](CC=CCCCC(=O)OC[C@H](O)CO)C(=O)C[C@H]1O	RJXVYMMSQBYEHN-KFXKMLOZSA-N
prostaglandin-PGE2-glyceryl ester	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)OC(CO)CO)O)O	HJWDPZIOTMUWRW-KSGZNQJUSA-N
prothrombin	[*]N[C@@H]([*])C(=O)N[C@@H]([*])C([*])=O	
protoporphyrin	C=CC1=C(C)c2cc3nc(cc4nc(cc5nc(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C	KSFOVUSSGSKXFI-UJJXFSCMSA-N
protoporphyrinogen	C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])Cc1[nH]c(c(C)c1C=C)C2	UHSGPDMIQQYNAX-UHFFFAOYSA-L
provitamin D3	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	UCTLRSWJYQTBFZ-DDPQNLDTSA-N
pseudouridine-5-phosphate	O=c1[nH]cc([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1	MOBMOJGXNHLLIR-GBNDHIKLSA-L
psychosine	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	HHJTWTPUPVQKNA-PIIMIWFASA-N
psychosine sulfate	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO[C@@H]1O[C@H](COS(=O)(=O)O)[C@H](O)[C@H](O)[C@H]1O	UIEYIJKBVSNMMH-PIIMIWFASA-N
putreanine	[NH3+]CCCCNCCC(=O)O	BTSHXVLJDRJCMM-UHFFFAOYSA-O
putrescine	[NH3+]CCCC[NH3+]	KIDHWZJUCRJVML-UHFFFAOYSA-P
pyridoxal	Cc1ncc(CO)c(C=O)c1O	RADKZDMFGJYCBB-UHFFFAOYSA-N
pyridoxal-phosphate	Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O	NGVDGCNFYWLIFO-UHFFFAOYSA-L
pyridoxamine	Cc1ncc(CO)c(C[NH3+])c1O	NHZMQXZHNVQTQA-UHFFFAOYSA-O
pyridoxamine-phosphate	Cc1ncc(COP(=O)([O-])[O-])c(C[NH3+])c1O	ZMJGSOSNSPKHNH-UHFFFAOYSA-M
pyridoxine	Cc1ncc(CO)c(CO)c1O	LXNHXLLTXMVWPM-UHFFFAOYSA-N
pyridoxine-phosphate	Cc1ncc(COP(=O)([O-])[O-])c(CO)c1O	WHOMFKWHIQZTHY-UHFFFAOYSA-L
pyruvate	CC(=O)C(=O)[O-]	LCTONWCANYUPML-UHFFFAOYSA-M
queuine	Nc1nc(=O)c2c(CN[C@H]3C=C[C@H](O)[C@@H]3O)cnc2n1	WYROLENTHWJFLR-ACLDMZEESA-N
quinidine	C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	LOUPRKONTZGTKE-LHHVKLHASA-N
quinolinate	O=C([O-])c1cccnc1C(=O)[O-]	GJAWHXHKYYXBSV-UHFFFAOYSA-L
quinonoid dihydrobiopterin	CC(O)C(O)C1=Nc2c(nc(N)nc2=O)NC1	FEMXZDUTFRTWPE-UHFFFAOYSA-N
rac-5,6-epoxy-retinoyl-beta-D-glucuronide	CC(=CC=CC(=CC(=O)OC1C(C(C(C(O1)C(=O)O)O)O)O)C)C=CC23C(CCCC2(O3)C)(C)C	BZPOQLONXBJGAZ-XSHYMXFSSA-N
reduced adrenal ferredoxin	[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1	
reduced ferredoxin	[*][*][Fe+2]1([*][*])[S-2][Fe+3]([*][*])([*][*])[S-2]1	
reduced vitamin K	Cc1c([*])c(O)c2ccccc2c1O	BUFJIHPUGZHTHL-NKFFZRIASA-N
retinal	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1	NCYCYZXNIZJOKI-OVSJKPMPSA-N
retinoate	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1	SHGAZHPCJJPHSC-YCNIQYBTSA-N
retinol	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	FPIPGXGPPPQFEQ-OVSJKPMPSA-N
retinoyl-CoA	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O)C)C	GREHPZMOJNYZIO-QXBAZQDESA-N
retinoyl-glucuronide	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)CCC1	MTGFYEHKPMOVNE-NEFMKCFNSA-N
retinyl palmitate	CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C	VYGQUTWHTHXGQB-FFHKNEKCSA-N
retinyl-ester	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/COC([*])=O)C(C)(C)CCC1	WWDMJSSVVPXVSV-YCNIQYBTSA-N
reverse triiodthyronine	[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]	AUYYCJSJGJYCDS-LBPRGKRZSA-N
rhodopsin	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C	NCYCYZXNIZJOKI-IOUUIBBYSA-N
ribitol	OC[C@H](O)[C@H](O)[C@H](O)CO	HEBKCHPVOIAQTA-ZXFHETKHSA-N
riboflavin	Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	AUNGANRZJHBGPY-SCRDCRAPSA-M
ribose		SRBFZHDQGSBBOR-SOOFDHNKSA-N
ribose-1-phosphate	O=P(O)(O)OC1O[C@H](CO)[C@@H](O)[C@H]1O	YXJDFQJKERBOBM-SOOFDHNKSA-N
ribose-5-phosphate	O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O	PPQRONHOSHZGFQ-LMVFSUKVSA-N
ribulose-5-phosphate	O=C(CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-]	FNZLKVNUWIIPSJ-UHNVWZDZSA-L
saccharopine	N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O	ZDGJAHTZVHVLOT-YUMQZZPRSA-N
salsoline	COc1cc2c(cc1O)CCN[C@H]2C	YTPRLBGPGZHUPD-ZETCQYMHSA-N
salsoline-1-carboxylate	COc1cc2c(cc1O)CCN[C@@]2(C)C(=O)O	CJEFWISJWQNPSZ-GFCCVEGCSA-N
salsolinol	C[C@@H]1NCCc2cc(O)c(O)cc21	IBRKLUSXDYATLG-LURJTMIESA-N
salsolinol-1-carboxylate	C[C@]1(C(=O)[O-])[NH2+]CCc2cc(O)c(O)cc21	XHGLVMDBZZZXDP-NSHDSACASA-N
sarcosine	C[NH2+]CC(=O)[O-]	FSYKKLYZXJSNPZ-UHFFFAOYSA-N
